,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1602,2009,199000,52536,2,1,1,1
1603,2006,125000,70000,2,1,2,1
1604,2015,420000,60000,1,1,1,1
1605,2016,525000,110000,1,1,1,1
1606,2008,125000,85000,2,1,1,1
1607,2010,325000,135000,1,1,1,1
1608,2012,330000,86000,1,1,1,3
1609,2010,110000,50000,2,1,1,1
1610,2019,450000,1950,2,1,1,1
1611,2005,85000,118400,2,1,1,1
1612,2007,229999,70000,2,1,1,2
1613,2012,250000,60000,2,1,1,2
1614,2015,650000,68000,1,1,1,1
1616,2017,650000,6480,2,3,1,1
1617,2017,750000,32077,1,3,1,1
1618,2018,850000,19107,2,3,1,1
1619,2017,315000,18469,2,3,1,1
1620,2015,415000,28217,2,3,1,1
1621,2016,640000,72787,1,3,1,1
1622,2017,780000,31063,2,3,1,1
1623,2017,1200000,79641,1,3,2,1
1624,2015,850000,58692,1,3,1,1
1625,2015,900000,54784,1,3,1,1
1626,2016,1150000,64156,2,3,1,1
1627,2007,75000,54000,2,1,1,1
1628,2012,215000,97000,1,1,1,1
1629,2009,130000,120000,2,1,2,2
1630,2019,400000,16000,2,1,2,1
1631,2019,550000,60000,2,1,2,1
1632,2016,245000,52000,2,2,1,1
1633,2010,320000,110000,1,1,1,3
1634,2016,730000,60000,1,1,2,2
1635,2005,120000,100000,2,1,1,3
1636,2017,950000,35000,2,1,1,1
1637,2017,350000,48000,2,1,1,3
1638,2005,100000,20000,2,1,1,2
1639,2017,350000,30000,2,1,1,1
1641,2013,370000,60000,2,1,1,1
1642,2012,160000,70000,2,1,1,2
1643,2009,130000,120000,1,1,1,1
1644,2016,250000,30000,2,1,1,1
1645,2012,270000,80000,1,1,1,2
1646,2019,1200000,9500,1,1,2,1
1647,2013,160000,80000,2,1,1,1
1648,2016,229999,80000,2,1,1,1
1649,2017,750000,29000,1,1,1,1
1650,2011,195000,120000,1,1,1,1
1653,2016,270000,22000,2,1,1,1
1654,2012,300000,50000,2,1,1,1
1655,2012,200000,50000,1,1,1,1
1656,2007,120000,81366,2,1,1,1
1657,2006,95000,110000,2,1,1,1
1659,2006,229999,169500,1,1,1,1
1661,2012,300000,90000,1,1,1,1
1664,2016,200000,53000,2,1,1,2
1665,2017,250000,30000,2,1,1,1
1666,2012,368000,90000,2,1,1,2
1668,2014,650000,169500,1,1,1,1
1669,2001,150000,120000,1,1,1,3
1670,2012,180000,60000,3,1,1,1
1671,2017,525000,15000,2,1,1,1
1672,2005,350000,150000,1,1,1,2
1673,2018,850000,30000,1,1,1,2
1674,2011,350000,169500,1,1,1,3
1676,2005,160000,67000,2,1,1,1
1677,2017,500000,40000,1,1,1,1
1678,2008,130000,100000,2,1,1,1
1679,2015,350000,100000,1,1,1,2
1680,2005,70000,80000,2,1,1,1
1681,2014,750000,145000,1,1,1,2
1682,2013,450000,53000,1,1,1,1
1683,2015,430000,73000,1,1,1,3
1684,2011,260000,90000,1,1,1,3
1685,2013,370000,80000,1,1,1,3
1686,2011,229999,100000,3,1,1,1
1688,2013,700000,169500,1,1,1,1
1689,2020,545000,7300,2,1,1,1
1690,2017,200000,30000,2,1,1,1
1691,2015,500000,120000,1,1,1,1
1692,2008,70000,90000,2,1,1,2
1693,2013,580000,25000,1,1,1,3
1694,2012,160000,70000,3,1,1,2
1696,2010,160000,36000,2,1,1,1
1697,2016,760000,49000,1,1,1,1
1698,2015,300000,22000,2,1,1,1
1699,2001,50000,35000,3,1,1,2
1700,2019,800000,24000,1,1,1,1
1701,2018,680000,20000,1,1,1,1
1702,2009,85000,50000,3,1,1,2
1703,2016,1200000,70000,1,1,1,1
1704,2016,500000,60000,2,1,1,1
1705,2015,1200000,35000,1,1,2,1
1706,2008,145000,60000,2,1,1,1
1707,2013,300000,60000,1,1,1,1
1708,2017,600000,60000,1,1,1,2
1709,2015,400000,70000,2,1,1,2
1710,2007,130000,135000,2,1,1,2
1711,2001,45000,72539,2,1,1,2
1712,2017,641000,25000,2,1,1,1
1713,2015,650000,50000,1,1,1,1
1714,2020,784000,101,1,2,1,3
1715,2020,635000,101,2,2,1,3
1716,2020,1000000,101,1,2,1,3
1717,2015,495000,52328,1,2,1,1
1718,2013,324000,30000,2,1,1,1
1719,2016,1200000,91505,1,2,2,1
1720,2018,200000,35000,2,1,1,1
1721,2015,320000,60000,1,1,1,1
1722,2015,300000,20500,2,1,1,1
1723,2013,180000,169500,1,1,1,1
1724,2008,500000,154000,1,1,1,3
1725,2011,305000,120000,2,1,1,2
1726,2009,125000,50000,2,1,1,3
1727,2015,800000,135000,1,1,1,1
1728,2009,420000,100000,1,1,1,1
1729,2017,875000,40000,1,1,1,1
1730,2014,580000,70000,1,1,1,1
1731,2011,350000,133000,1,1,1,2
1732,2004,120000,110000,2,1,1,2
1733,2013,150000,169500,1,1,1,3
1734,2013,650000,120000,1,1,1,1
1735,2010,225000,80000,2,1,1,2
1736,2014,400000,15000,2,1,2,1
1737,2005,250000,70000,2,1,1,1
1738,2008,120000,41723,2,1,1,2
1739,2010,250000,70000,2,1,1,1
1740,2012,175000,20000,2,1,1,2
1742,2018,590000,26350,1,2,1,1
1743,2015,225000,68745,1,2,1,1
1744,2016,900000,47000,1,1,1,1
1745,2017,375000,27289,2,2,2,1
1746,2016,320000,24662,2,2,1,1
1747,2013,525000,37000,1,2,1,1
1748,2014,650000,28245,1,2,1,1
1749,2017,575000,27005,1,2,1,1
1750,2014,355000,39227,2,2,1,1
1751,2016,470000,31367,1,2,1,1
1752,2008,221000,35008,2,2,1,1
1753,2009,195000,27005,2,2,1,1
1754,2004,90000,100005,2,2,1,2
1755,2013,580000,45264,1,2,1,1
1756,2014,325000,39093,2,2,1,1
1757,2013,495000,45241,2,2,1,1
1758,2014,290000,12000,2,2,1,1
1759,2018,375000,2769,2,2,1,1
1760,2011,211000,43128,1,2,1,1
1762,2004,70000,50000,2,1,1,2
1763,2010,225000,60000,2,1,1,2
1764,2014,420000,70000,1,1,1,3
1765,2015,280000,22255,2,1,1,1
1766,2013,400000,59213,2,1,1,1
1767,2015,850000,55000,1,1,1,1
1768,2011,550000,80000,1,1,1,1
1770,2018,1000000,40000,1,1,1,1
1771,2014,350000,169500,1,1,1,1
1772,2011,350000,169500,1,1,1,2
1773,2007,170000,70000,2,1,1,3
1774,2020,828999,1010,2,2,1,3
1775,2020,1119000,1010,2,2,1,3
1776,2020,746000,1111,2,2,1,3
1777,2020,1030000,1010,2,2,1,3
1778,2020,1200000,1010,1,2,1,3
1779,2020,811999,1010,2,2,1,3
1780,2020,1200000,1010,1,2,1,3
1781,2020,852000,1010,2,2,1,3
1782,2006,45000,120000,1,1,1,2
1783,2013,430000,70000,1,1,1,3
1785,2015,830000,70000,1,1,1,1
1786,2009,409999,110000,1,1,1,2
1787,2012,190000,80000,1,1,1,3
1788,2007,200000,80000,2,1,1,2
1789,2006,120000,110000,2,1,1,2
1790,2019,850000,50000,1,1,1,1
1791,2011,95000,115000,1,1,1,3
1792,2013,213000,80000,2,1,1,1
1793,2018,660000,25000,1,1,1,1
1794,2017,415000,48965,2,2,1,1
1795,2019,1100000,5166,2,2,1,3
1796,2012,650000,76290,1,2,1,1
1797,2016,969999,70000,1,1,2,2
1798,2016,1200000,35000,1,1,1,1
1799,2017,715000,25000,1,1,2,1
1801,2016,565000,47000,1,2,1,1
1802,2013,615000,45766,1,1,1,2
1803,2007,199000,78771,1,2,1,2
1804,2010,325000,79357,1,2,1,1
1805,2012,409999,28000,1,1,1,1
1806,2012,500000,72000,1,2,2,2
1807,2011,225000,76736,1,2,1,2
1808,2007,135000,70000,2,1,1,2
1809,2012,750000,80000,1,1,2,2
1810,2009,155000,60000,3,1,1,2
1811,2012,335000,77000,1,2,1,3
1812,2005,114999,92645,1,2,1,3
1813,2007,699000,101849,1,2,1,2
1814,2004,110000,120000,1,1,1,3
1815,2012,300000,80000,2,1,1,1
1816,2014,700000,70000,1,1,1,2
1817,2017,700000,120000,1,1,1,1
1818,2013,210000,42000,2,1,1,3
1819,2012,600000,120000,1,1,1,3
1820,2012,180000,155836,1,1,1,2
1821,2011,220000,59000,2,1,1,2
1822,2009,70000,60000,2,1,1,1
1823,2018,950000,70000,1,1,1,2
1824,2014,800000,20000,1,1,1,1
1825,2012,700000,120000,1,1,1,3
1826,2016,265000,40000,2,1,1,1
1827,2011,175000,90000,1,1,1,3
1828,2012,260000,89000,1,1,1,2
1829,2013,950000,80000,1,1,1,3
1830,2009,250000,169500,1,1,1,3
1831,2015,630000,50000,1,1,1,1
1832,2012,35000,35000,2,1,1,3
1852,2014,330000,169500,1,1,1,3
1853,2009,150000,120000,2,1,1,1
1854,2008,105000,90000,1,1,1,1
1855,2013,185000,65000,1,1,1,1
1856,2014,260000,50000,1,1,1,1
1857,2012,450000,33000,1,1,1,1
1858,2016,500000,38000,2,1,1,1
1859,2012,260000,40000,2,1,1,1
1860,2012,265000,55000,1,1,1,2
1861,2017,800000,26000,1,1,1,2
1862,2016,869999,80000,1,1,1,1
1863,2018,690000,40000,2,1,1,1
1864,2011,825000,120000,1,1,1,1
1865,2006,160000,63230,2,1,1,2
1866,2006,300000,120000,1,1,1,2
1867,2005,100000,100000,2,1,1,3
1868,2015,530000,77000,1,1,1,2
1869,2016,360000,30000,2,1,1,1
1870,2015,220000,40000,2,1,1,1
1871,2017,178000,35000,2,1,1,1
1872,2018,515000,5000,1,1,1,1
1873,2014,300000,35000,2,1,1,1
1876,2012,150000,80000,1,1,1,2
1882,2017,750000,15000,2,1,1,1
1885,2012,950000,80000,1,1,1,1
1892,2006,90000,40000,2,1,1,2
1894,2008,65000,110000,2,1,1,3
1895,2012,312000,90000,1,1,1,2
1896,2018,700000,25000,1,1,1,1
1897,2005,150000,47000,2,1,1,1
1898,2013,450000,60000,1,1,1,1
1899,2010,229999,120000,1,1,1,2
1900,2008,111000,120000,1,1,1,1
1901,2012,250000,140000,1,1,1,2
1902,2019,750000,1001,1,2,1,1
1903,2017,774000,1758,2,2,2,1
1904,2018,711000,1452,2,2,2,1
1905,2017,600000,35122,1,2,1,1
1906,2015,455000,92621,1,2,1,1
1907,2015,225000,92198,2,2,1,2
1908,2019,650000,5000,1,1,1,1
1909,2013,200000,50000,2,1,1,1
1910,2016,875000,74000,1,1,2,1
1911,2017,750000,40000,1,1,2,1
1912,2019,725000,22000,1,1,2,1
1913,2007,100000,100000,2,1,1,2
1914,2019,1100000,40000,1,1,1,1
1915,2017,1200000,30000,1,1,2,1
1916,2016,280000,23000,2,1,1,1
1917,2009,150000,30000,1,1,1,1
1918,2010,200000,50000,2,1,1,1
1919,2010,148000,100000,1,1,1,2
1920,2011,254999,70000,2,1,1,2
1921,2013,360000,60000,2,1,1,2
1922,2006,95000,90000,2,1,1,2
1923,2007,185000,169500,1,1,1,2
1924,2012,185000,40000,1,1,1,1
1925,2019,300000,15000,2,1,1,1
1926,2018,800000,40000,2,1,1,1
1927,2001,60000,50000,2,1,1,1
1928,2010,80000,50000,2,1,1,2
1929,2018,500000,8000,2,1,1,1
1930,2013,250000,35000,2,1,1,1
1931,2010,250000,80000,1,1,1,1
1932,2005,125000,50000,2,1,1,2
1933,2002,100000,80000,2,1,1,3
1934,2010,480000,90000,1,1,1,1
1935,2018,320000,30000,2,1,1,2
1936,2010,130000,70000,2,1,1,2
1937,2006,57000,80000,1,1,1,2
1938,2005,75000,60000,2,1,1,1
1939,2003,60000,35000,2,1,1,1
1940,2008,125000,70000,2,1,1,1
1941,2004,105000,100000,2,1,1,3
1942,2008,125000,152000,3,1,1,2
1943,2001,69000,70000,2,1,1,2
1944,2012,130000,90000,1,1,1,2
1945,2019,630000,40000,2,1,1,1
1946,2016,330000,50000,2,1,1,2
1947,2014,340000,15000,2,1,1,2
1948,2006,60000,120000,2,1,1,3
1949,2014,550000,78322,1,1,1,1
1950,2014,480000,110000,1,1,1,2
1951,2013,315000,80000,1,1,1,2
1952,2012,165000,120000,1,1,1,1
1953,2016,170000,125000,2,1,1,1
1954,2018,550000,8000,2,1,1,1
1955,2018,465000,13000,2,1,1,1
1956,2012,120000,80000,1,1,1,3
1957,2008,220000,54309,2,1,1,1
1958,2011,180000,70000,1,1,1,2
1959,2006,150000,34600,2,1,1,3
1960,2016,520000,25000,2,1,1,1
1961,2013,430000,80000,1,1,1,3
1962,2009,300000,55000,1,1,1,2
1963,2020,1000000,5000,1,1,1,1
1964,2017,725000,30000,1,1,1,1
1965,2011,500000,31000,1,1,1,1
1966,2011,250000,50000,2,1,1,1
1967,2018,700000,38217,1,1,1,1
1968,2011,185000,50000,2,1,1,3
1969,2011,200000,120000,1,1,1,1
1970,2004,315000,110000,1,1,1,3
1974,2019,1200000,10000,1,1,1,1
1976,2016,370000,60000,2,1,1,1
1989,2008,400000,35000,2,1,1,2
1991,2014,200000,100000,1,1,1,1
1992,2016,284000,40000,1,1,1,2
1993,2007,80000,60000,2,1,1,3
1994,2014,170000,77000,2,1,1,1
1995,2011,150000,60000,2,1,1,1
1996,2010,110000,77073,2,1,1,2
1997,2016,400000,70000,1,1,1,1
1998,2013,275000,90000,3,1,1,2
1999,2013,800000,169500,1,1,1,3
2000,2014,550000,90000,1,1,1,1
2001,2007,125000,100000,2,1,1,2
2002,2010,135000,80000,2,1,1,2
2003,2012,349000,150000,1,1,1,1
2004,2014,458000,80000,1,1,1,1
2005,2018,300000,35000,2,1,1,1
2006,2008,95000,70000,2,1,1,1
2007,2018,850000,50000,1,1,1,1
2008,2019,750000,25000,1,1,1,1
2009,2013,190000,120000,1,1,1,1
2010,2009,150000,70000,2,1,1,1
2011,2009,114999,106000,2,1,1,3
2012,2010,320000,120000,2,1,1,3
2013,2019,300000,120000,3,1,1,1
2014,2016,275000,160000,2,1,1,1
2015,2010,140000,120000,2,1,1,2
2016,2020,830000,10000,2,1,1,1
2017,2013,380000,50000,2,1,1,1
2018,2010,150000,90000,2,1,1,2
2019,2008,50000,70000,2,1,1,1
2020,2008,155000,100000,1,1,1,1
2022,2010,300000,80000,2,1,1,1
2023,2018,300000,16584,2,2,1,1
2024,2016,385000,38000,1,2,1,1
2025,2010,221000,51000,2,2,1,1
2026,2016,381000,38000,1,2,1,1
2027,2015,250999,35000,2,2,1,1
2028,2002,60000,120000,2,1,1,3
2029,2016,380000,38000,1,2,1,1
2030,2008,180000,144000,1,1,1,3
2031,2017,751000,64000,1,2,1,1
2032,2015,1200000,60000,1,2,2,1
2033,2014,229999,65000,2,2,1,1
2034,2019,1200000,24000,1,1,1,1
2035,2014,782000,58000,1,2,1,2
2036,2014,780000,58000,1,2,1,2
2037,2016,245000,68000,2,2,1,1
2038,2011,321000,81257,1,2,1,1
2039,2017,509999,44000,1,2,1,1
2040,2015,110000,45000,2,2,1,1
2041,2013,400000,75000,1,2,1,1
2042,2013,370000,90000,2,1,1,1
2043,2007,175000,80000,1,1,1,2
2044,2001,1000000,35000,2,1,2,2
2045,2013,92800,25000,2,1,1,2
2046,2014,291000,90000,1,1,1,1
2048,2013,335000,110000,1,1,1,3
2049,2013,170000,35000,2,1,1,1
2050,2019,295000,10000,2,1,1,1
2051,2019,375000,10000,2,1,1,1
2052,2012,215000,70000,2,1,1,2
2053,2009,150000,110000,1,1,1,2
2054,2003,60000,5000,2,1,1,2
2060,2012,280000,110000,1,1,1,3
2061,2016,450000,50000,1,1,1,2
2062,2018,1150000,58000,1,1,1,1
2063,2018,650000,15000,1,1,1,1
2064,2015,300000,60000,2,1,1,2
2065,2015,73000,57000,2,1,1,1
2066,2015,400000,87000,1,1,1,3
2067,2017,300000,70000,2,1,1,1
2068,2012,300000,30000,2,1,2,2
2069,2012,450000,80000,1,1,1,1
2070,2009,200000,100000,2,1,1,2
2071,2019,580000,40000,2,1,1,1
2072,2017,550000,3917,2,1,1,1
2073,2007,190000,160000,1,1,1,2
2074,2017,450000,35000,1,1,1,1
2075,2014,220000,70000,2,1,1,1
2076,2012,310000,69069,2,2,1,1
2077,2019,650000,13500,2,1,1,1
2078,2014,300000,59059,2,2,1,1
2079,2013,200000,70000,2,1,1,1
2080,2012,285000,39039,2,2,1,1
2081,2014,335000,33033,2,2,1,1
2082,2011,370000,55168,2,1,1,2
2083,2013,375000,41041,2,2,1,1
2084,2009,235000,67067,2,2,1,1
2085,2013,345000,66066,2,2,2,1
2086,2013,365000,82082,1,2,1,1
2087,2014,400000,48000,2,1,1,1
2089,2012,465000,70070,1,2,2,1
2090,2017,300000,10000,2,1,1,1
2091,2018,655000,25000,2,1,1,1
2092,2016,350000,30000,3,1,1,2
2093,2015,500000,50000,2,2,2,1
2094,2015,465000,63063,2,2,2,1
2095,2008,263000,70000,1,1,1,1
2096,2012,250000,90000,2,1,1,1
2097,2001,60000,90000,2,1,1,3
2098,2005,70000,90000,2,1,1,3
2103,2017,650000,140000,1,1,1,1
2104,2014,370000,80000,1,1,1,2
2105,2016,509999,40000,1,1,1,1
2106,2011,280000,33000,2,1,1,1
2107,2010,180000,40000,2,1,1,1
2115,2017,650000,6000,2,1,1,1
2116,2010,200000,78000,1,2,1,2
2117,2011,210000,72000,1,2,1,3
2118,2011,75000,9528,2,2,1,1
2119,2011,450000,135200,1,2,1,1
2120,2011,220000,58000,2,2,1,2
2121,2013,325000,78000,1,2,1,2
2122,2018,450000,45000,2,1,1,1
2123,2017,825000,35000,1,1,1,1
2124,2007,125000,76000,2,2,1,3
2125,2015,434999,100000,1,1,1,3
2126,2011,484999,99000,1,1,1,2
2127,2009,175000,80000,1,1,1,3
2128,2006,220000,120000,2,1,1,3
2129,2020,1200000,1100,2,2,1,1
2130,2017,215000,34000,2,2,1,1
2131,2014,625000,68000,1,2,1,1
2132,2018,615000,15000,1,1,1,1
2133,2012,130000,58000,1,2,1,1
2134,2013,175000,50300,1,1,1,1
2135,2011,150000,70000,1,1,1,2
2136,2011,195000,60000,1,1,1,3
2137,2020,550000,90000,1,1,1,1
2138,2018,1200000,40000,1,1,1,1
2139,2010,400000,80000,2,1,1,2
2140,2019,1200000,15000,1,1,1,1
2141,2015,217000,45000,2,1,1,1
2142,2011,290000,130000,1,1,1,2
2143,2018,700000,80000,1,1,1,1
2144,2014,175000,40000,2,1,1,1
2145,2017,575000,80000,1,1,1,1
2146,2016,380000,100000,1,1,1,2
2147,2013,350000,151624,1,1,1,2
2148,2012,450000,160000,1,1,1,1
2149,2005,130000,110000,3,1,1,2
2150,2015,320000,74820,1,1,1,1
2151,2014,550000,82000,1,1,1,1
2152,2015,370000,50000,2,1,1,2
2153,2010,114999,70000,2,1,1,2
2154,2020,1100000,1000,2,1,1,1
2155,2006,170000,169500,1,1,1,1
2156,2008,80000,150000,1,1,1,3
2157,2019,950000,17000,1,1,1,1
2158,2014,425000,150000,1,1,1,1
2159,2015,500000,80000,1,1,1,1
2160,2005,70000,169500,2,1,1,3
2161,2013,349000,120000,1,1,1,1
2162,2012,330000,90000,2,1,1,3
2163,2010,120000,90000,2,1,1,3
2164,2013,430000,100000,1,1,1,2
2165,2014,390000,90000,1,1,1,1
2166,2012,225000,129000,1,1,1,1
2167,2010,350000,169500,1,1,2,2
2168,2009,100000,66778,1,1,1,1
2169,2014,190000,50000,2,1,1,1
2170,2014,315000,110000,1,1,1,2
2171,2015,300000,60000,1,1,1,2
2172,2016,280000,40000,2,1,1,1
2191,2018,539000,10000,2,1,1,1
2192,2017,420000,50000,2,1,1,1
2193,2001,85000,70000,2,1,1,3
2194,2004,142000,73000,2,1,1,3
2195,2014,180000,76000,2,1,1,2
2196,2014,400000,120000,1,1,1,2
2197,2009,360000,169500,1,1,2,3
2198,2003,85000,110000,2,1,1,2
2199,2016,350000,63400,2,1,1,1
2200,2015,380000,25000,2,1,1,1
2201,2009,140000,80000,2,1,1,3
2202,2012,200000,90000,2,1,1,1
2203,2011,150000,157000,2,1,1,1
2206,2007,300000,100000,1,1,1,2
2207,2017,280000,50000,2,1,1,1
2208,2011,200000,40000,2,1,1,1
2209,2009,110000,38500,2,1,1,2
2210,2008,140000,103921,2,1,1,2
2212,2018,1150000,14825,2,2,1,1
2213,2016,910000,43377,1,2,1,1
2214,2010,160000,102307,1,2,1,1
2215,2004,105000,79000,2,1,1,2
2218,2004,70000,90000,2,1,1,3
2221,2013,225000,80000,1,1,1,1
2223,2002,145000,100000,2,1,1,1
2225,2018,930000,20000,1,1,1,1
2227,2008,110000,154000,1,1,1,3
2230,2017,650000,40000,1,1,1,1
2231,2019,550000,51000,2,1,1,1
2232,2008,85000,120000,2,1,1,2
2235,2016,509999,35000,2,1,1,1
2274,2017,650000,70000,1,1,1,1
2275,2011,140000,60000,2,1,1,2
2276,2011,150000,70000,2,1,1,1
2277,2018,450000,10000,2,1,1,2
2278,2006,170000,169500,1,1,1,3
2279,2017,400000,60000,2,1,1,1
2281,2012,250000,8000,2,1,1,1
2282,2019,500000,10000,2,1,1,1
2283,2002,85000,100000,1,1,1,3
2284,2012,300000,110000,1,1,1,1
2286,2015,740000,45000,1,2,2,1
2287,2005,70000,68500,2,2,1,1
2288,2019,484999,5007,2,2,2,1
2289,2013,164000,30000,2,1,1,1
2290,2008,140000,70000,2,1,2,1
2291,2011,999000,49600,1,2,2,1
2292,2005,56000,23000,2,1,1,2
2293,2006,1050000,30000,1,2,2,1
2294,2010,190000,38000,2,2,1,1
2295,2018,1200000,22000,1,2,2,1
2296,2011,235000,43100,2,2,1,1
2297,2017,350000,10171,2,2,1,1
2298,2015,465000,41123,1,2,1,1
2299,2017,1200000,20118,2,2,2,1
2300,2014,450000,40000,1,2,1,1
2301,2015,790000,52517,1,2,1,1
2302,2019,900000,20000,1,1,1,1
2303,2014,450000,99117,1,2,1,1
2304,2009,135000,90000,2,1,1,1
2305,2019,425000,3700,2,1,1,1
2306,2010,100000,80000,1,1,1,1
2307,2015,650000,100000,1,1,1,2
2308,2011,90000,54000,1,1,1,1
2309,2017,250000,19000,2,1,1,1
2310,2014,300000,120000,1,1,1,1
2311,2014,275000,30000,2,1,1,1
2312,2017,600000,43500,2,1,1,1
2313,2016,270000,60000,2,1,1,2
2341,2016,350000,20000,2,1,1,1
2342,2001,65000,60000,2,2,1,3
2343,2015,650000,58000,1,1,1,1
2344,2014,350000,40000,2,2,1,1
2345,2005,75000,70000,2,1,1,2
2346,2012,440000,70000,1,2,1,1
2347,2013,270000,60000,2,1,1,1
2348,2014,1150000,135000,1,2,1,1
2349,2015,238000,70000,2,2,1,1
2350,2013,1100000,40000,2,1,2,2
2351,2015,1200000,75000,1,2,1,2
2352,2010,260000,150000,1,1,1,1
2353,2012,350000,140000,1,1,1,3
2354,2015,480000,70000,1,1,1,1
2355,2012,345000,137250,1,1,1,2
2356,2013,500000,110000,1,1,1,2
2357,2017,595000,27000,2,2,1,1
2358,2019,1200000,9000,1,2,1,1
2359,2019,1200000,5400,1,2,1,3
2360,2020,541000,1000,2,2,1,3
2361,2018,515000,16000,2,2,1,1
2362,2019,894999,13000,1,2,1,3
2363,2012,325000,47000,1,2,1,1
2364,2018,925000,22000,2,1,1,1
2365,2017,844999,30000,2,1,1,1
2366,2018,925000,20000,2,1,1,1
2368,2008,650000,75000,2,1,1,2
2369,2010,175000,64000,2,2,1,1
2370,2015,325000,80000,1,1,1,1
2372,2018,700000,30000,2,1,1,1
2373,2003,95000,120000,2,1,2,2
2374,2019,490000,20000,2,2,1,1
2375,2013,380000,100000,1,1,1,1
2376,2018,550000,31000,2,2,1,1
2377,2013,225000,47000,2,2,1,1
2378,2018,570000,11200,2,1,1,1
2379,2018,305000,35000,2,2,1,1
2380,2010,240000,50000,3,2,1,1
2381,2015,700000,55000,1,2,1,1
2382,2018,288000,20000,2,2,1,1
2383,2017,800000,75000,1,2,1,1
2384,2017,430000,93000,2,2,1,1
2385,2009,195000,57000,1,2,1,2
2386,2014,325000,30000,2,2,1,1
2387,2013,450000,73000,1,2,1,1
2388,2016,630000,65000,1,2,1,1
2389,2009,250000,62000,2,2,1,2
2390,2007,135000,85000,2,2,1,1
2391,2010,110000,73000,2,1,1,1
2392,2012,350000,55000,1,2,1,1
2393,2016,240000,5800,2,1,1,2
2394,2009,350000,169500,1,1,1,1
2395,2018,600000,30000,2,1,1,1
2396,2018,750000,20000,1,1,1,1
2398,2007,90000,100000,2,1,1,2
2399,2013,350000,65000,2,1,1,1
2400,2013,285000,90000,1,1,1,2
2401,2011,665000,169500,1,1,1,2
2402,2005,175000,169500,1,1,1,2
2403,2011,350000,140000,1,1,1,2
2404,2018,1200000,22000,2,2,2,1
2405,2010,285000,60000,2,2,1,2
2406,2018,1000000,28635,2,2,1,1
2407,2018,780000,32114,1,2,1,1
2408,2014,300000,82000,2,2,1,2
2409,2006,160000,95149,2,2,1,2
2410,2018,625000,68458,2,2,1,1
2411,2010,265000,42000,2,1,1,1
2412,2014,515000,90000,1,1,1,2
2421,2016,650000,100000,1,1,1,1
2422,2017,650000,80000,1,1,1,1
2423,2010,150000,105546,2,1,1,1
2424,2018,500000,10000,2,1,1,1
2425,2012,1000000,80000,1,1,1,2
2426,2013,340000,35000,2,1,1,1
2428,2013,1010000,120000,1,1,1,1
2429,2011,350000,120000,1,1,1,3
2430,2016,595000,70000,1,1,1,1
2431,2014,700000,130000,1,1,1,3
2432,2019,265000,40000,2,1,1,1
2433,2015,320000,60000,2,1,1,2
2434,2011,310000,110000,2,1,1,1
2435,2014,700000,130000,1,1,1,1
2436,2009,130000,80000,2,1,1,2
2437,2009,150000,120000,1,1,1,2
2438,2015,300000,104000,1,1,1,2
2439,2011,150000,100000,2,1,1,2
2440,2003,120000,132343,2,1,1,2
2441,2016,950000,90000,1,1,1,2
2442,2007,100000,60000,2,1,1,2
2443,2015,450000,76000,1,1,1,1
2444,2004,30000,60000,2,1,1,3
2445,2009,200000,30000,2,1,1,2
2446,2010,250000,96000,1,1,1,2
2460,2015,280000,26134,2,2,1,1
2464,2011,260000,52895,1,2,1,1
2465,2013,550000,42324,1,2,1,2
2466,2016,1044999,65000,1,2,1,1
2467,2012,550000,60236,1,2,1,1
2468,2014,210000,70000,2,1,1,2
2469,2014,210000,70000,2,1,1,3
2470,2009,290000,100000,1,1,1,2
2471,2008,250999,110000,1,1,1,1
2472,2019,600000,10300,2,1,1,1
2473,2014,270000,120000,1,1,1,2
2474,2012,550000,142000,1,1,1,1
2475,2017,800000,25000,1,1,1,1
2476,2020,500000,5000,2,1,1,1
2478,2016,396000,28643,2,2,1,1
2479,2014,600000,50000,1,1,1,1
2480,2019,575000,30000,2,2,1,1
2481,2020,520000,5000,2,1,1,1
2482,2018,1200000,30000,1,1,2,1
2483,2018,600000,7600,2,1,2,1
2484,2013,195000,47253,1,2,1,1
2485,2015,281000,4432,2,2,2,2
2486,2010,75000,110000,2,1,1,2
2487,2014,400000,25000,2,1,1,1
2488,2009,93000,70000,1,1,1,2
2489,2016,560000,68523,2,2,1,1
2490,2019,400000,5000,2,1,1,1
2491,2018,459999,40000,2,1,1,1
2492,2017,450000,43000,1,1,1,1
2493,2010,88000,80251,3,2,1,2
2494,2010,250000,34500,2,1,1,2
2495,2001,22000,42743,2,2,1,3
2496,2013,130000,93900,1,1,1,2
2497,2004,79000,80000,2,1,1,1
2498,2012,120000,110000,1,1,1,1
2499,2011,1200000,100000,1,1,2,2
2500,2012,300000,25000,1,1,1,1
2502,2009,145000,25000,2,1,1,1
2503,2019,1200000,20000,1,1,2,1
2504,2013,240000,10000,2,1,1,1
2505,2018,700000,30000,1,1,1,1
2506,2010,145000,110000,2,1,1,2
2507,2014,535000,80000,1,1,1,2
2508,2016,420000,21000,2,1,1,1
2510,2015,550000,32000,1,1,1,1
2511,2007,750000,169500,1,1,1,1
2512,2012,198000,70000,1,1,1,2
2513,2013,420000,50000,1,1,1,1
2515,2004,195000,120000,1,1,1,1
2516,2012,150000,55766,2,1,1,2
